ID,Name,Display Name,Date Created,Tenant Status,Account,Address,City,Province,Postal Code,Country,Listing Title,Listing Service Status
2179,1-Town-Hall-Plaza-Clifton-Park-NY,,2024-02-26T18:25:07,active,P1_Town of Clifton Park,1 Town Hall Plaza,Clifton Park,NY,12065,US,P4052,active
2176,3727-Fayetteville-Rd-Durham-NC-Bus-Lot-SW,Southwest Division Bus Lot,2024-02-26T14:41:06,active,P1_Durham Public Schools,3727 Fayetteville Rd,Durham,NC,27707,US,P3691,active
2176,3727-Fayetteville-Rd-Durham-NC-Bus-Lot-SW,Southwest Division Bus Lot,2024-02-26T14:41:06,active,P1_Durham Public Schools,3727 Fayetteville Rd,Durham,NC,27707,US,P3692,active
2176,3727-Fayetteville-Rd-Durham-NC-Bus-Lot-SW,Southwest Division Bus Lot,2024-02-26T14:41:06,active,P1_Durham Public Schools,3727 Fayetteville Rd,Durham,NC,27707,US,P3693,active
2176,3727-Fayetteville-Rd-Durham-NC-Bus-Lot-SW,Southwest Division Bus Lot,2024-02-26T14:41:06,active,P1_Durham Public Schools,3727 Fayetteville Rd,Durham,NC,27707,US,P3694,active
2175,800-Clayton-Rd-Durham-NC-Bus-Lot-SE,Southeast Division Bus Lot,2024-02-26T14:33:04,active,P1_Durham Public Schools,800 Clayton Rod,Durham,NC,27703,US,P3683,active
2175,800-Clayton-Rd-Durham-NC-Bus-Lot-SE,Southeast Division Bus Lot,2024-02-26T14:33:04,active,P1_Durham Public Schools,800 Clayton Rod,Durham,NC,27703,US,P3684,active
2175,800-Clayton-Rd-Durham-NC-Bus-Lot-SE,Southeast Division Bus Lot,2024-02-26T14:33:04,active,P1_Durham Public Schools,800 Clayton Rod,Durham,NC,27703,US,P3685,active
2175,800-Clayton-Rd-Durham-NC-Bus-Lot-SE,Southeast Division Bus Lot,2024-02-26T14:33:04,active,P1_Durham Public Schools,800 Clayton Rod,Durham,NC,27703,US,P3686,active
2173,90-Fawcett-Street-Cambridge-ma,,2024-02-24T18:54:10,active,"P1_Fort Point Investments, LLC",90 Fawcett Street,Cambridge,MA,02138,US,L8061,active
2173,90-Fawcett-Street-Cambridge-ma,,2024-02-24T18:54:10,active,"P1_Fort Point Investments, LLC",90 Fawcett Street,Cambridge,MA,02138,US,L8062,active
2173,90-Fawcett-Street-Cambridge-ma,,2024-02-24T18:54:10,active,"P1_Fort Point Investments, LLC",90 Fawcett Street,Cambridge,MA,02138,US,L8068,active
2173,90-Fawcett-Street-Cambridge-ma,,2024-02-24T18:54:10,active,"P1_Fort Point Investments, LLC",90 Fawcett Street,Cambridge,MA,02138,US,L8069,active
2173,90-Fawcett-Street-Cambridge-ma,,2024-02-24T18:54:10,active,"P1_Fort Point Investments, LLC",90 Fawcett Street,Cambridge,MA,02138,US,L8070,active
2173,90-Fawcett-Street-Cambridge-ma,,2024-02-24T18:54:10,active,"P1_Fort Point Investments, LLC",90 Fawcett Street,Cambridge,MA,02138,US,L8071,active
2173,90-Fawcett-Street-Cambridge-ma,,2024-02-24T18:54:10,active,"P1_Fort Point Investments, LLC",90 Fawcett Street,Cambridge,MA,02138,US,L8073,active
2173,90-Fawcett-Street-Cambridge-ma,,2024-02-24T18:54:10,active,"P1_Fort Point Investments, LLC",90 Fawcett Street,Cambridge,MA,02138,US,L8074,active
2172,80-Fawcett-Street-Cambridge-Ma,,2024-02-24T16:03:14,active,"P1_Fort Point Investments, LLC",80 Fawcett Street,Cambridge,MA,02138,US,L8059,active
2172,80-Fawcett-Street-Cambridge-Ma,,2024-02-24T16:03:14,active,"P1_Fort Point Investments, LLC",80 Fawcett Street,Cambridge,MA,02138,US,L8060,active
2172,80-Fawcett-Street-Cambridge-Ma,,2024-02-24T16:03:14,active,"P1_Fort Point Investments, LLC",80 Fawcett Street,Cambridge,MA,02138,US,L8063,active
2172,80-Fawcett-Street-Cambridge-Ma,,2024-02-24T16:03:14,active,"P1_Fort Point Investments, LLC",80 Fawcett Street,Cambridge,MA,02138,US,L8064,active
2172,80-Fawcett-Street-Cambridge-Ma,,2024-02-24T16:03:14,active,"P1_Fort Point Investments, LLC",80 Fawcett Street,Cambridge,MA,02138,US,L8065,active
2172,80-Fawcett-Street-Cambridge-Ma,,2024-02-24T16:03:14,active,"P1_Fort Point Investments, LLC",80 Fawcett Street,Cambridge,MA,02138,US,L8066,active
2172,80-Fawcett-Street-Cambridge-Ma,,2024-02-24T16:03:14,active,"P1_Fort Point Investments, LLC",80 Fawcett Street,Cambridge,MA,02138,US,L8067,active
2172,80-Fawcett-Street-Cambridge-Ma,,2024-02-24T16:03:14,active,"P1_Fort Point Investments, LLC",80 Fawcett Street,Cambridge,MA,02138,US,L8072,active
2170,15-5350-Canotek-Rd-Ottawa-ON,,2024-02-23T15:51:56,draft,,5350 Canotek Rd,Ottawa,ON,K1J 9E1,CA,P4523,active
2166,7180-Barnet-Rd-Burnaby-BC,,2024-02-21T14:18:56,active,P1_Fort Park Property Management & Real Estate (Pacifico - EPS-3951) ,7180 Barnet Rd,Burnaby,BC,V5A 1C8,CA,L5241,active
2165,10475-138-St-Surrey-BC,,2024-02-20T19:59:57,active,CBRE,10475 138 St,Surrey,BC,V3T 4K4,CA,P3470,active
2165,10475-138-St-Surrey-BC,,2024-02-20T19:59:57,active,CBRE,10475 138 St,Surrey,BC,V3T 4K4,CA,P3468,active
2165,10475-138-St-Surrey-BC,,2024-02-20T19:59:57,active,CBRE,10475 138 St,Surrey,BC,V3T 4K4,CA,P3476,active
2165,10475-138-St-Surrey-BC,,2024-02-20T19:59:57,active,CBRE,10475 138 St,Surrey,BC,V3T 4K4,CA,P3418,active
2163,89-Niagara-St-Toronto-ON,,2024-02-15T21:13:16,active,P1_Niagara Street (ARH) Developments Ltd.,89-Niagara-St,Toronto,ON,M5V 1C3,CA,L7009,active
2163,89-Niagara-St-Toronto-ON,,2024-02-15T21:13:16,active,P1_Niagara Street (ARH) Developments Ltd.,89-Niagara-St,Toronto,ON,M5V 1C3,CA,L7010,active
2163,89-Niagara-St-Toronto-ON,,2024-02-15T21:13:16,active,P1_Niagara Street (ARH) Developments Ltd.,89-Niagara-St,Toronto,ON,M5V 1C3,CA,L7011,active
2163,89-Niagara-St-Toronto-ON,,2024-02-15T21:13:16,active,P1_Niagara Street (ARH) Developments Ltd.,89-Niagara-St,Toronto,ON,M5V 1C3,CA,L7012,active
2163,89-Niagara-St-Toronto-ON,,2024-02-15T21:13:16,active,P1_Niagara Street (ARH) Developments Ltd.,89-Niagara-St,Toronto,ON,M5V 1C3,CA,L7013,active
2163,89-Niagara-St-Toronto-ON,,2024-02-15T21:13:16,active,P1_Niagara Street (ARH) Developments Ltd.,89-Niagara-St,Toronto,ON,M5V 1C3,CA,L7014,active
2163,89-Niagara-St-Toronto-ON,,2024-02-15T21:13:16,active,P1_Niagara Street (ARH) Developments Ltd.,89-Niagara-St,Toronto,ON,M5V 1C3,CA,L7015,active
2163,89-Niagara-St-Toronto-ON,,2024-02-15T21:13:16,active,P1_Niagara Street (ARH) Developments Ltd.,89-Niagara-St,Toronto,ON,M5V 1C3,CA,L7016,active
2163,89-Niagara-St-Toronto-ON,,2024-02-15T21:13:16,active,P1_Niagara Street (ARH) Developments Ltd.,89-Niagara-St,Toronto,ON,M5V 1C3,CA,L7017,active
2163,89-Niagara-St-Toronto-ON,,2024-02-15T21:13:16,active,P1_Niagara Street (ARH) Developments Ltd.,89-Niagara-St,Toronto,ON,M5V 1C3,CA,L7018,active
2163,89-Niagara-St-Toronto-ON,,2024-02-15T21:13:16,active,P1_Niagara Street (ARH) Developments Ltd.,89-Niagara-St,Toronto,ON,M5V 1C3,CA,L7019,active
2163,89-Niagara-St-Toronto-ON,,2024-02-15T21:13:16,active,P1_Niagara Street (ARH) Developments Ltd.,89-Niagara-St,Toronto,ON,M5V 1C3,CA,L7020,active
2163,89-Niagara-St-Toronto-ON,,2024-02-15T21:13:16,active,P1_Niagara Street (ARH) Developments Ltd.,89-Niagara-St,Toronto,ON,M5V 1C3,CA,L7021,active
2163,89-Niagara-St-Toronto-ON,,2024-02-15T21:13:16,active,P1_Niagara Street (ARH) Developments Ltd.,89-Niagara-St,Toronto,ON,M5V 1C3,CA,L7036,active
2163,89-Niagara-St-Toronto-ON,,2024-02-15T21:13:16,active,P1_Niagara Street (ARH) Developments Ltd.,89-Niagara-St,Toronto,ON,M5V 1C3,CA,L7037,active
2163,89-Niagara-St-Toronto-ON,,2024-02-15T21:13:16,active,P1_Niagara Street (ARH) Developments Ltd.,89-Niagara-St,Toronto,ON,M5V 1C3,CA,L7038,active
2163,89-Niagara-St-Toronto-ON,,2024-02-15T21:13:16,active,P1_Niagara Street (ARH) Developments Ltd.,89-Niagara-St,Toronto,ON,M5V 1C3,CA,L7022,active
2163,89-Niagara-St-Toronto-ON,,2024-02-15T21:13:16,active,P1_Niagara Street (ARH) Developments Ltd.,89-Niagara-St,Toronto,ON,M5V 1C3,CA,L7023,active
2163,89-Niagara-St-Toronto-ON,,2024-02-15T21:13:16,active,P1_Niagara Street (ARH) Developments Ltd.,89-Niagara-St,Toronto,ON,M5V 1C3,CA,L7024,active
2163,89-Niagara-St-Toronto-ON,,2024-02-15T21:13:16,active,P1_Niagara Street (ARH) Developments Ltd.,89-Niagara-St,Toronto,ON,M5V 1C3,CA,L7025,active
2158,2400-W-Loop-S-Houston-TX,,2024-02-14T16:47:34,active,EV Plus,2400 W Loop S,Houston,TX,77027,US,P4373,active
2158,2400-W-Loop-S-Houston-TX,,2024-02-14T16:47:34,active,EV Plus,2400 W Loop S,Houston,TX,77027,US,P4378,active
2158,2400-W-Loop-S-Houston-TX,,2024-02-14T16:47:34,active,EV Plus,2400 W Loop S,Houston,TX,77027,US,P4381,active
2158,2400-W-Loop-S-Houston-TX,,2024-02-14T16:47:34,active,EV Plus,2400 W Loop S,Houston,TX,77027,US,P4396,active
2157,73-Bayly-St-W-Ajax-ON,,2024-02-14T16:01:55,active,Sparkle Solutions,73 Bayly St W,Ajax,ON,L1S 0G2,CA,L8648,active
2157,73-Bayly-St-W-Ajax-ON,,2024-02-14T16:01:55,active,Sparkle Solutions,73 Bayly St W,Ajax,ON,L1S 0G2,CA,L8338,active
2157,73-Bayly-St-W-Ajax-ON,,2024-02-14T16:01:55,active,Sparkle Solutions,73 Bayly St W,Ajax,ON,L1S 0G2,CA,L8420,active
2157,73-Bayly-St-W-Ajax-ON,,2024-02-14T16:01:55,active,Sparkle Solutions,73 Bayly St W,Ajax,ON,L1S 0G2,CA,L8394,active
2157,73-Bayly-St-W-Ajax-ON,,2024-02-14T16:01:55,active,Sparkle Solutions,73 Bayly St W,Ajax,ON,L1S 0G2,CA,L8416,active
2157,73-Bayly-St-W-Ajax-ON,,2024-02-14T16:01:55,active,Sparkle Solutions,73 Bayly St W,Ajax,ON,L1S 0G2,CA,L8414,active
2156,700-Universe-Blvd-Juno-Beach,,2024-02-13T21:31:31,active,"P1_Florida Power and Light, Co.  ",700 Universe Blvd,Juno Beach,FL,33408,US,L8611,active
2156,700-Universe-Blvd-Juno-Beach,,2024-02-13T21:31:31,active,"P1_Florida Power and Light, Co.  ",700 Universe Blvd,Juno Beach,FL,33408,US,L8612,active
2156,700-Universe-Blvd-Juno-Beach,,2024-02-13T21:31:31,active,"P1_Florida Power and Light, Co.  ",700 Universe Blvd,Juno Beach,FL,33408,US,L8613,active
2155,2102-S-Jeffers-St-North-Platte-NE,,2024-02-13T20:52:28,active,EV Plus,2102-S-Jeffers-St,North-Platte,NE,69101,US,P4037,active
2155,2102-S-Jeffers-St-North-Platte-NE,,2024-02-13T20:52:28,active,EV Plus,2102-S-Jeffers-St,North-Platte,NE,69101,US,P4038,active
2154,3301-Uplands-Dr-Ottawa-ON,,2024-02-13T16:06:08,active,Sparkle Solutions,3301 Uplands Dr,Ottawa,ON,K1V 9V7,CA,L8042,active
2154,3301-Uplands-Dr-Ottawa-ON,,2024-02-13T16:06:08,active,Sparkle Solutions,3301 Uplands Dr,Ottawa,ON,K1V 9V7,CA,L8045,active
2152,31158-Westridge-Place-Abbotsford-BC,,2024-02-13T14:49:37,active,P1_Elmstone Strata Council ,31158-Westridge-Place,Abbotsford,BC,V2T 5W8,CA,L8168,active
2152,31158-Westridge-Place-Abbotsford-BC,,2024-02-13T14:49:37,active,P1_Elmstone Strata Council ,31158-Westridge-Place,Abbotsford,BC,V2T 5W8,CA,L8171,active
2152,31158-Westridge-Place-Abbotsford-BC,,2024-02-13T14:49:37,active,P1_Elmstone Strata Council ,31158-Westridge-Place,Abbotsford,BC,V2T 5W8,CA,L8172,active
2152,31158-Westridge-Place-Abbotsford-BC,,2024-02-13T14:49:37,active,P1_Elmstone Strata Council ,31158-Westridge-Place,Abbotsford,BC,V2T 5W8,CA,L8173,active
2152,31158-Westridge-Place-Abbotsford-BC,,2024-02-13T14:49:37,active,P1_Elmstone Strata Council ,31158-Westridge-Place,Abbotsford,BC,V2T 5W8,CA,L8350,active
2152,31158-Westridge-Place-Abbotsford-BC,,2024-02-13T14:49:37,active,P1_Elmstone Strata Council ,31158-Westridge-Place,Abbotsford,BC,V2T 5W8,CA,L8599,active
2151,510-Richards-St-Vancouver-BC,,2024-02-12T21:02:49,active,P1_Modo Co-operative,510 Richards St,Vancouver,ON,V6B 1T5,CA,L8647,active
2150,645-Tyee-Rd-Victoria-BC,,2024-02-09T19:53:27,active,CBRE,645 Tyee Rd,Victoria,BC,V9A 6X5,CA,P3151,active
2150,645-Tyee-Rd-Victoria-BC,,2024-02-09T19:53:27,active,CBRE,645 Tyee Rd,Victoria,BC,V9A 6X5,CA,P3277,active
2150,645-Tyee-Rd-Victoria-BC,,2024-02-09T19:53:27,active,CBRE,645 Tyee Rd,Victoria,BC,V9A 6X5,CA,P3296,active
2150,645-Tyee-Rd-Victoria-BC,,2024-02-09T19:53:27,active,CBRE,645 Tyee Rd,Victoria,BC,V9A 6X5,CA,P3302,active
2150,645-Tyee-Rd-Victoria-BC,,2024-02-09T19:53:27,active,CBRE,645 Tyee Rd,Victoria,BC,V9A 6X5,CA,P3305,active
2150,645-Tyee-Rd-Victoria-BC,,2024-02-09T19:53:27,active,CBRE,645 Tyee Rd,Victoria,BC,V9A 6X5,CA,P3313,active
2147,210-Oak-St-Buffalo-NY,,2024-02-09T16:31:03,active,P1_Iskalo Electric Tower LLC,210 Oak St,Buffalo,NY,14203,US,P4433,active
2147,210-Oak-St-Buffalo-NY,,2024-02-09T16:31:03,active,P1_Iskalo Electric Tower LLC,210 Oak St,Buffalo,NY,14203,US,P4434,active
2147,210-Oak-St-Buffalo-NY,,2024-02-09T16:31:03,active,P1_Iskalo Electric Tower LLC,210 Oak St,Buffalo,NY,14203,US,P4435,active
2147,210-Oak-St-Buffalo-NY,,2024-02-09T16:31:03,active,P1_Iskalo Electric Tower LLC,210 Oak St,Buffalo,NY,14203,US,P4436,active
2145,555-E-Weber-Ave-Stockton-CA,,2024-02-09T15:57:27,active,P1_San Joaquin Council of Governments,555 E Weber Ave,Stockton,CA,95202,US,L7063,active
2145,555-E-Weber-Ave-Stockton-CA,,2024-02-09T15:57:27,active,P1_San Joaquin Council of Governments,555 E Weber Ave,Stockton,CA,95202,US,L7064,active
2145,555-E-Weber-Ave-Stockton-CA,,2024-02-09T15:57:27,active,P1_San Joaquin Council of Governments,555 E Weber Ave,Stockton,CA,95202,US,L7065,active
2145,555-E-Weber-Ave-Stockton-CA,,2024-02-09T15:57:27,active,P1_San Joaquin Council of Governments,555 E Weber Ave,Stockton,CA,95202,US,L7066,active
2145,555-E-Weber-Ave-Stockton-CA,,2024-02-09T15:57:27,active,P1_San Joaquin Council of Governments,555 E Weber Ave,Stockton,CA,95202,US,L7067,active
2145,555-E-Weber-Ave-Stockton-CA,,2024-02-09T15:57:27,active,P1_San Joaquin Council of Governments,555 E Weber Ave,Stockton,CA,95202,US,L7068,active
2143,14-Martindale-Crescent-Hamilton-ON,Meadowlands Power Centre,2024-02-08T18:20:31,active,P1_RioCan,14-Martindale-Crescent,Hamilton,ON,L9K 1J9,CA,P3900,active
2143,14-Martindale-Crescent-Hamilton-ON,Meadowlands Power Centre,2024-02-08T18:20:31,active,P1_RioCan,14-Martindale-Crescent,Hamilton,ON,L9K 1J9,CA,P3901,active
2143,14-Martindale-Crescent-Hamilton-ON,Meadowlands Power Centre,2024-02-08T18:20:31,active,P1_RioCan,14-Martindale-Crescent,Hamilton,ON,L9K 1J9,CA,P3902,active
2143,14-Martindale-Crescent-Hamilton-ON,Meadowlands Power Centre,2024-02-08T18:20:31,active,P1_RioCan,14-Martindale-Crescent,Hamilton,ON,L9K 1J9,CA,P3903,active
2143,14-Martindale-Crescent-Hamilton-ON,Meadowlands Power Centre,2024-02-08T18:20:31,active,P1_RioCan,14-Martindale-Crescent,Hamilton,ON,L9K 1J9,CA,P3904,active
2143,14-Martindale-Crescent-Hamilton-ON,Meadowlands Power Centre,2024-02-08T18:20:31,active,P1_RioCan,14-Martindale-Crescent,Hamilton,ON,L9K 1J9,CA,P3905,active
2143,14-Martindale-Crescent-Hamilton-ON,Meadowlands Power Centre,2024-02-08T18:20:31,active,P1_RioCan,14-Martindale-Crescent,Hamilton,ON,L9K 1J9,CA,P3906,active
2143,14-Martindale-Crescent-Hamilton-ON,Meadowlands Power Centre,2024-02-08T18:20:31,active,P1_RioCan,14-Martindale-Crescent,Hamilton,ON,L9K 1J9,CA,P3907,active
2141,101-E-Tidwell-Rd-Houston-TX,,2024-02-08T15:51:44,active,P1_CDE Villa LLC,101 E Tidwell Rd,Houston,TX,77022,US,L8155,active
2140,251-Aviva-Park-Dr-Woodbridge-ON,,2024-02-07T18:11:44,active,P1_Mytox Mfg,251 Aviva Park Dr,Woodbridge,ON,L4L 9C1,CA,L7872,active
